label,global,basal,her2,lumA,lumB,norm
path:hsa05130,0.0018808177,0.0016206311,0.0016955526,0.0018938811,0.001658581,0.0028138964
path:hsa05140,0.0018806411,0.0016669165,0.0016171744,0.0019032961,0.0016236787,0.002805205
path:hsa05022,0.0018720075,0.001629702,0.0016775331,0.001895873,0.0016377189,0.0027483213
path:hsa00520,0.0018711773,0.0016377589,0.0015859529,0.0018969066,0.0016318186,0.00279776
path:hsa04141,0.0018703323,0.0017308184,0.0015972645,0.0018793371,0.0016050064,0.002756941
path:hsa00860,0.0018637571,0.0016189234,0.0016319574,0.0018979477,0.0015971645,0.0027791227
path:hsa00020,0.0018587261,0.0016001649,0.0015881181,0.001908346,0.0015801176,0.0027704278
path:hsa04931,0.0018558807,0.0016148121,0.0016471075,0.0018906896,0.0015956679,0.0027330236
path:hsa04114,0.0018527005,0.0016367274,0.001595409,0.0018844983,0.001586973,0.0027467287
path:hsa04136,0.0018524806,0.0016600005,0.001630778,0.0018636155,0.0016147248,0.0027323978
path:hsa04668,0.0018501485,0.0015964588,0.0016139062,0.0018935283,0.0015835506,0.0027377498
path:hsa00010,0.0018491993,0.0015983949,0.0015633223,0.0018798455,0.0016075199,0.0027860198
path:hsa00310,0.0018433746,0.001571372,0.0016186761,0.0018843428,0.0015893095,0.002743497
path:hsa00190,0.0018399842,0.0016024844,0.0016034443,0.0018634875,0.001593913,0.0027620432
path:hsa05163,0.0018397393,0.0015960287,0.0016058,0.0018800518,0.0015658796,0.0027371666
path:hsa04122,0.0018385164,0.001605422,0.0015947868,0.0018681088,0.0015738197,0.0027617838
path:hsa04722,0.0018320694,0.0015726467,0.0016180618,0.0018730047,0.0015635655,0.0027294084
path:hsa04071,0.0018152026,0.0015527525,0.0015655704,0.0018524437,0.001563406,0.0027314145
